# benders_position_y_set	index0_set	index1_set	daq_ai_voltage
# "y position"	"index0"	"index1"	"Voltage"
# 100	4	100
-4	0	0	0.215003247132567
-4	0	1	0.214433143735651
-4	0	2	0.213467669931026
-4	0	3	0.212308084130182
-4	0	4	0.210907001118188
-4	0	5	0.209688956385774
-4	0	6	0.208754450375496
-4	0	7	0.207917611992359
-4	0	8	0.207800694122675
-4	0	9	0.208128656483321
-4	0	10	0.208852890594771
-4	0	11	0.210031082816946
-4	0	12	0.210996621003018
-4	0	13	0.211604838599045
-4	0	14	0.211940591195569
-4	0	15	0.211787619354573
-4	0	16	0.211494680851607
-4	0	17	0.211148176453431
-4	0	18	0.210290349507126
-4	0	19	0.209479779017698
-4	0	20	0.208684982139369
-4	0	21	0.207903061679446
-4	0	22	0.207364569895556
-4	0	23	0.206511185316814
-4	0	24	0.205734093517978
-4	0	25	0.205363252694735
-4	0	26	0.204561631317555
-4	0	27	0.204383164175963
-4	0	28	0.204196198594374
-4	0	29	0.203309464103033
-4	0	30	0.20235332572036
-4	0	31	0.201348772011486
-4	0	32	0.199947238354944
-4	0	33	0.198697710807697
-4	0	34	0.197124341364745
-4	0	35	0.195106993055696
-4	0	36	0.192830764384069
-4	0	37	0.190348577428468
-4	0	38	0.187131919649748
-4	0	39	0.183344385933278
-4	0	40	0.178455596683216
-4	0	41	0.172553369079915
-4	0	42	0.166230919676929
-4	0	43	0.159751378060141
-4	0	44	0.153911730019445
-4	0	45	0.149155053039557
-4	0	46	0.146771821522259
-4	0	47	0.146715809110858
-4	0	48	0.148051479776751
-4	0	49	0.149323476571075
-4	0	50	0.148195824413784
-4	0	51	0.142990275608632
-4	0	52	0.132481574892034
-4	0	53	0.113698682737213
-4	0	54	0.0815422174875045
-4	0	55	0.0399970445947076
-4	0	56	0.0132000030928414
-4	0	57	0.0185086911247308
-4	0	58	0.0402329404187785
-4	0	59	0.0561826332408297
-4	0	60	0.0672304683946881
-4	0	61	0.0789270174825556
-4	0	62	0.0910555060951013
-4	0	63	0.101791732473233
-4	0	64	0.109980875226411
-4	0	65	0.115921731507775
-4	0	66	0.121075967593675
-4	0	67	0.126510201385237
-4	0	68	0.132182133859964
-4	0	69	0.137351371096587
-4	0	70	0.141919022209289
-4	0	71	0.145838023883883
-4	0	72	0.149316587756843
-4	0	73	0.15232123514589
-4	0	74	0.154778377319102
-4	0	75	0.15700374400301
-4	0	76	0.15876420767809
-4	0	77	0.160206301957857
-4	0	78	0.161549119066165
-4	0	79	0.162575240711655
-4	0	80	0.163427466351289
-4	0	81	0.164236620377375
-4	0	82	0.164584734307712
-4	0	83	0.164400344025901
-4	0	84	0.163222216286818
-4	0	85	0.160819090652188
-4	0	86	0.157165214307704
-4	0	87	0.151755445454784
-4	0	88	0.144901715316655
-4	0	89	0.137765669839364
-4	0	90	0.123429068244221
-4	0	91	0.10744834185079
-4	0	92	0.0805577511111328
-4	0	93	0.0508162587508966
-4	0	94	0.0436825319363973
-4	0	95	0.0677478428959174
-4	0	96	0.100748099143395
-4	0	97	0.125932758632463
-4	0	98	0.141544769269481
-4	0	99	0.150708206555831

-4	1	0	-1.4622870533926
-4	1	1	-1.46073511817671
-4	1	2	-1.46059676062572
-4	1	3	-1.4616837269065
-4	1	4	-1.46258385577288
-4	1	5	-1.46305487664498
-4	1	6	-1.4639166980532
-4	1	7	-1.46554215787955
-4	1	8	-1.46666640154029
-4	1	9	-1.46798894268385
-4	1	10	-1.46909116761462
-4	1	11	-1.46980754944117
-4	1	12	-1.47107684644797
-4	1	13	-1.47276411334829
-4	1	14	-1.47458960906185
-4	1	15	-1.47628524569422
-4	1	16	-1.47710785834617
-4	1	17	-1.47778252047488
-4	1	18	-1.47892801037485
-4	1	19	-1.48072517794051
-4	1	20	-1.48266115376931
-4	1	21	-1.48457633413525
-4	1	22	-1.48624203309515
-4	1	23	-1.48734219790767
-4	1	24	-1.4876487864417
-4	1	25	-1.48952404983486
-4	1	26	-1.49107154292813
-4	1	27	-1.4918566207662
-4	1	28	-1.49357878308032
-4	1	29	-1.49525536273668
-4	1	30	-1.49663069759114
-4	1	31	-1.49777148770769
-4	1	32	-1.49944748796565
-4	1	33	-1.50144572169872
-4	1	34	-1.50309011027761
-4	1	35	-1.5043071934751
-4	1	36	-1.50506001583664
-4	1	37	-1.50613281828853
-4	1	38	-1.50741692349596
-4	1	39	-1.50963502292099
-4	1	40	-1.51098853228735
-4	1	41	-1.51286360279047
-4	1	42	-1.51369085114418
-4	1	43	-1.5153134142396
-4	1	44	-1.51742174191804
-4	1	45	-1.51803369583076
-4	1	46	-1.52043547814689
-4	1	47	-1.52255166053314
-4	1	48	-1.52327364384506
-4	1	49	-1.52399820245366
-4	1	50	-1.52593926497965
-4	1	51	-1.52763136109554
-4	1	52	-1.52900502227429
-4	1	53	-1.53238760503233
-4	1	54	-1.53281858029083
-4	1	55	-1.53347482930005
-4	1	56	-1.53327414960629
-4	1	57	-1.53037121511363
-4	1	58	-1.5307157892945
-4	1	59	-1.52301089968134
-4	1	60	-1.51173671915423
-4	1	61	-1.51928599629337
-4	1	62	-1.52904326539035
-4	1	63	-1.53865290640812
-4	1	64	-1.54582419607735
-4	1	65	-1.54909018277904
-4	1	66	-1.55208267341164
-4	1	67	-1.55362379323182
-4	1	68	-1.55573083375444
-4	1	69	-1.55792459730172
-4	1	70	-1.55983147320799
-4	1	71	-1.56210661608074
-4	1	72	-1.56429683868692
-4	1	73	-1.56581001668976
